timestamp,photon_count,condition
0.000,4,mental_math
0.100,5,mental_math
0.200,4,mental_math
0.300,5,mental_math
0.400,7,mental_math
0.500,6,mental_math
0.600,5,mental_math
0.700,3,mental_math
0.800,6,mental_math
0.900,4,mental_math
1.000,5,mental_math
1.100,8,mental_math
1.200,8,mental_math
1.300,2,mental_math
1.400,4,mental_math
1.501,2,mental_math
1.601,5,mental_math
1.701,6,mental_math
1.801,3,mental_math
1.901,6,mental_math
2.001,1,mental_math
2.101,1,mental_math
2.201,5,mental_math
2.301,2,mental_math
2.401,4,mental_math
2.501,5,mental_math
2.601,5,mental_math
2.701,5,mental_math
2.801,2,mental_math
2.901,6,mental_math
3.001,5,mental_math
3.101,8,mental_math
3.201,5,mental_math
3.301,5,mental_math
3.401,3,mental_math
3.501,5,mental_math
3.601,3,mental_math
3.701,3,mental_math
3.801,6,mental_math
3.901,4,mental_math
4.001,4,mental_math
4.101,5,mental_math
4.201,7,mental_math
4.301,2,mental_math
4.401,4,mental_math
4.502,5,mental_math
4.602,2,mental_math
4.702,1,mental_math
4.802,3,mental_math
4.902,7,mental_math
5.002,6,mental_math
5.102,4,mental_math
5.202,6,mental_math
5.302,4,mental_math
5.402,5,mental_math
5.502,2,mental_math
5.602,9,mental_math
5.702,1,mental_math
5.802,6,mental_math
5.902,6,mental_math
6.002,3,mental_math
6.102,2,mental_math
6.202,5,mental_math
6.302,3,mental_math
6.402,5,mental_math
6.502,9,mental_math
6.602,1,mental_math
6.702,5,mental_math
6.802,4,mental_math
6.902,2,mental_math
7.002,1,mental_math
7.102,6,mental_math
7.202,3,mental_math
7.302,2,mental_math
7.402,4,mental_math
7.503,6,mental_math
7.603,6,mental_math
7.703,6,mental_math
7.803,5,mental_math
7.903,2,mental_math
8.003,1,mental_math
8.103,5,mental_math
8.203,10,mental_math
8.303,5,mental_math
8.403,3,mental_math
8.503,3,mental_math
8.603,1,mental_math
8.703,4,mental_math
8.803,4,mental_math
8.903,2,mental_math
9.003,3,mental_math
9.103,11,mental_math
9.203,4,mental_math
9.303,4,mental_math
9.403,5,mental_math
9.503,8,mental_math
9.603,4,mental_math
9.703,1,mental_math
9.803,6,mental_math
9.903,3,mental_math
10.003,3,mental_math
10.103,4,mental_math
10.203,6,mental_math
10.303,6,mental_math
10.403,3,mental_math
10.504,3,mental_math
10.604,6,mental_math
10.704,3,mental_math
10.804,7,mental_math
10.904,4,mental_math
11.004,5,mental_math
11.104,1,mental_math
11.204,6,mental_math
11.304,8,mental_math
11.404,6,mental_math
11.504,6,mental_math
11.604,7,mental_math
11.704,0,mental_math
11.804,6,mental_math
11.904,3,mental_math
12.004,4,mental_math
12.104,4,mental_math
12.204,3,mental_math
12.304,8,mental_math
12.404,2,mental_math
12.504,4,mental_math
12.604,7,mental_math
12.704,7,mental_math
12.804,7,mental_math
12.904,4,mental_math
13.004,6,mental_math
13.104,3,mental_math
13.204,3,mental_math
13.304,3,mental_math
13.404,2,mental_math
13.505,4,mental_math
13.605,3,mental_math
13.705,1,mental_math
13.805,2,mental_math
13.905,7,mental_math
14.005,8,mental_math
14.105,3,mental_math
14.205,4,mental_math
14.305,6,mental_math
14.405,4,mental_math
14.505,2,mental_math
14.605,3,mental_math
14.705,3,mental_math
14.805,4,mental_math
14.905,3,mental_math
15.005,3,mental_math
15.105,4,mental_math
15.205,3,mental_math
15.305,6,mental_math
15.405,4,mental_math
15.505,6,mental_math
15.605,2,mental_math
15.705,7,mental_math
15.805,3,mental_math
15.905,3,mental_math
16.005,5,mental_math
16.105,6,mental_math
16.205,5,mental_math
16.305,1,mental_math
16.405,5,mental_math
16.506,6,mental_math
16.606,5,mental_math
16.706,3,mental_math
16.806,4,mental_math
16.906,3,mental_math
17.006,2,mental_math
17.106,6,mental_math
17.206,2,mental_math
17.306,3,mental_math
17.406,4,mental_math
17.506,1,mental_math
17.606,3,mental_math
17.706,6,mental_math
17.806,3,mental_math
17.906,7,mental_math
18.006,4,mental_math
18.106,4,mental_math
18.206,5,mental_math
18.306,4,mental_math
18.406,10,mental_math
18.506,5,mental_math
18.606,5,mental_math
18.706,6,mental_math
18.806,6,mental_math
18.906,5,mental_math
19.006,5,mental_math
19.106,2,mental_math
19.206,5,mental_math
19.306,4,mental_math
19.406,5,mental_math
19.507,4,mental_math
19.607,0,mental_math
19.707,4,mental_math
19.807,4,mental_math
19.907,3,mental_math
20.007,6,mental_math
20.107,3,mental_math
20.207,1,mental_math
20.307,3,mental_math
20.407,4,mental_math
20.507,2,mental_math
20.607,4,mental_math
20.707,4,mental_math
20.807,5,mental_math
20.907,6,mental_math
21.007,4,mental_math
21.107,3,mental_math
21.207,2,mental_math
21.307,8,mental_math
21.407,4,mental_math
21.507,6,mental_math
21.607,5,mental_math
21.707,5,mental_math
21.807,7,mental_math
21.907,10,mental_math
22.007,3,mental_math
22.107,4,mental_math
22.207,7,mental_math
22.307,4,mental_math
22.407,6,mental_math
22.508,5,mental_math
22.608,4,mental_math
22.708,7,mental_math
22.808,4,mental_math
22.908,3,mental_math
23.008,0,mental_math
23.108,2,mental_math
23.208,8,mental_math
23.308,0,mental_math
23.408,3,mental_math
23.508,3,mental_math
23.608,8,mental_math
23.708,7,mental_math
23.808,7,mental_math
23.908,2,mental_math
24.008,2,mental_math
24.108,1,mental_math
24.208,3,mental_math
24.308,4,mental_math
24.408,2,mental_math
24.508,5,mental_math
24.608,3,mental_math
24.708,6,mental_math
24.808,5,mental_math
24.908,4,mental_math
25.008,8,mental_math
25.108,8,mental_math
25.208,3,mental_math
25.308,8,mental_math
25.408,4,mental_math
25.509,3,mental_math
25.609,2,mental_math
25.709,4,mental_math
25.809,4,mental_math
25.909,4,mental_math
26.009,7,mental_math
26.109,2,mental_math
26.209,6,mental_math
26.309,5,mental_math
26.409,7,mental_math
26.509,4,mental_math
26.609,3,mental_math
26.709,5,mental_math
26.809,5,mental_math
26.909,7,mental_math
27.009,4,mental_math
27.109,6,mental_math
27.209,3,mental_math
27.309,4,mental_math
27.409,7,mental_math
27.509,6,mental_math
27.609,3,mental_math
27.709,5,mental_math
27.809,6,mental_math
27.909,2,mental_math
28.009,5,mental_math
28.109,2,mental_math
28.209,10,mental_math
28.309,2,mental_math
28.409,6,mental_math
28.510,5,mental_math
28.610,2,mental_math
28.710,4,mental_math
28.810,4,mental_math
28.910,3,mental_math
29.010,4,mental_math
29.110,1,mental_math
29.210,3,mental_math
29.310,6,mental_math
29.410,1,mental_math
29.510,4,mental_math
29.610,5,mental_math
29.710,5,mental_math
29.810,6,mental_math
29.910,8,mental_math
30.010,2,mental_math
30.110,4,mental_math
30.210,5,mental_math
30.310,4,mental_math
30.410,4,mental_math
30.510,6,mental_math
30.610,7,mental_math
30.710,3,mental_math
30.810,7,mental_math
30.910,6,mental_math
31.010,5,mental_math
31.110,4,mental_math
31.210,4,mental_math
31.310,6,mental_math
31.410,4,mental_math
31.511,3,mental_math
31.611,2,mental_math
31.711,10,mental_math
31.811,5,mental_math
31.911,6,mental_math
32.011,2,mental_math
32.111,4,mental_math
32.211,3,mental_math
32.311,3,mental_math
32.411,5,mental_math
32.511,3,mental_math
32.611,5,mental_math
32.711,2,mental_math
32.811,6,mental_math
32.911,5,mental_math
33.011,3,mental_math
33.111,6,mental_math
33.211,4,mental_math
33.311,5,mental_math
33.411,6,mental_math
33.511,3,mental_math
33.611,5,mental_math
33.711,8,mental_math
33.811,7,mental_math
33.911,3,mental_math
34.011,4,mental_math
34.111,6,mental_math
34.211,4,mental_math
34.311,8,mental_math
34.411,5,mental_math
34.512,5,mental_math
34.612,5,mental_math
34.712,3,mental_math
34.812,4,mental_math
34.912,3,mental_math
35.012,1,mental_math
35.112,5,mental_math
35.212,4,mental_math
35.312,4,mental_math
35.412,8,mental_math
35.512,1,mental_math
35.612,3,mental_math
35.712,4,mental_math
35.812,2,mental_math
35.912,3,mental_math
36.012,2,mental_math
36.112,3,mental_math
36.212,3,mental_math
36.312,2,mental_math
36.412,2,mental_math
36.512,9,mental_math
36.612,6,mental_math
36.712,8,mental_math
36.812,6,mental_math
36.912,6,mental_math
37.012,4,mental_math
37.112,3,mental_math
37.212,5,mental_math
37.312,4,mental_math
37.412,8,mental_math
37.513,7,mental_math
37.613,4,mental_math
37.713,5,mental_math
37.813,6,mental_math
37.913,6,mental_math
38.013,10,mental_math
38.113,2,mental_math
38.213,4,mental_math
38.313,3,mental_math
38.413,5,mental_math
38.513,6,mental_math
38.613,8,mental_math
38.713,5,mental_math
38.813,3,mental_math
38.913,9,mental_math
39.013,4,mental_math
39.113,2,mental_math
39.213,9,mental_math
39.313,7,mental_math
39.413,3,mental_math
39.513,1,mental_math
39.613,8,mental_math
39.713,5,mental_math
39.813,2,mental_math
39.913,2,mental_math
40.013,6,mental_math
40.113,3,mental_math
40.213,2,mental_math
40.313,7,mental_math
40.413,5,mental_math
40.514,3,mental_math
40.614,4,mental_math
40.714,5,mental_math
40.814,7,mental_math
40.914,7,mental_math
41.014,6,mental_math
41.114,7,mental_math
41.214,4,mental_math
41.314,4,mental_math
41.414,5,mental_math
41.514,5,mental_math
41.614,3,mental_math
41.714,2,mental_math
41.814,4,mental_math
41.914,6,mental_math
42.014,4,mental_math
42.114,3,mental_math
42.214,4,mental_math
42.314,6,mental_math
42.414,3,mental_math
42.514,6,mental_math
42.614,6,mental_math
42.714,3,mental_math
42.814,4,mental_math
42.914,7,mental_math
43.014,4,mental_math
43.114,5,mental_math
43.214,4,mental_math
43.314,4,mental_math
43.414,3,mental_math
43.515,6,mental_math
43.615,6,mental_math
43.715,2,mental_math
43.815,3,mental_math
43.915,7,mental_math
44.015,2,mental_math
44.115,3,mental_math
44.215,11,mental_math
44.315,4,mental_math
44.415,5,mental_math
44.515,7,mental_math
44.615,7,mental_math
44.715,4,mental_math
44.815,8,mental_math
44.915,6,mental_math
45.015,7,mental_math
45.115,5,mental_math
45.215,5,mental_math
45.315,4,mental_math
45.415,10,mental_math
45.515,8,mental_math
45.615,1,mental_math
45.715,4,mental_math
45.815,4,mental_math
45.915,5,mental_math
46.015,6,mental_math
46.115,4,mental_math
46.215,4,mental_math
46.315,7,mental_math
46.415,3,mental_math
46.516,5,mental_math
46.616,2,mental_math
46.716,5,mental_math
46.816,3,mental_math
46.916,6,mental_math
47.016,7,mental_math
47.116,4,mental_math
47.216,5,mental_math
47.316,7,mental_math
47.416,4,mental_math
47.516,7,mental_math
47.616,3,mental_math
47.716,3,mental_math
47.816,7,mental_math
47.916,7,mental_math
48.016,5,mental_math
48.116,12,mental_math
48.216,6,mental_math
48.316,2,mental_math
48.416,4,mental_math
48.516,6,mental_math
48.616,5,mental_math
48.716,4,mental_math
48.816,5,mental_math
48.916,3,mental_math
49.016,7,mental_math
49.116,3,mental_math
49.216,2,mental_math
49.316,4,mental_math
49.416,6,mental_math
49.517,2,mental_math
49.617,4,mental_math
49.717,3,mental_math
49.817,5,mental_math
49.917,5,mental_math
50.017,6,mental_math
50.117,5,mental_math
