timestamp,photon_count,condition
0.000,6,baseline_eyes_open
0.100,2,baseline_eyes_open
0.200,3,baseline_eyes_open
0.300,7,baseline_eyes_open
0.400,4,baseline_eyes_open
0.500,3,baseline_eyes_open
0.600,2,baseline_eyes_open
0.700,4,baseline_eyes_open
0.800,3,baseline_eyes_open
0.900,4,baseline_eyes_open
1.000,4,baseline_eyes_open
1.100,5,baseline_eyes_open
1.200,6,baseline_eyes_open
1.300,7,baseline_eyes_open
1.400,2,baseline_eyes_open
1.501,6,baseline_eyes_open
1.601,6,baseline_eyes_open
1.701,3,baseline_eyes_open
1.801,3,baseline_eyes_open
1.901,2,baseline_eyes_open
2.001,2,baseline_eyes_open
2.101,3,baseline_eyes_open
2.201,8,baseline_eyes_open
2.301,1,baseline_eyes_open
2.401,4,baseline_eyes_open
2.501,3,baseline_eyes_open
2.601,2,baseline_eyes_open
2.701,9,baseline_eyes_open
2.801,6,baseline_eyes_open
2.901,3,baseline_eyes_open
3.001,4,baseline_eyes_open
3.101,3,baseline_eyes_open
3.201,3,baseline_eyes_open
3.301,3,baseline_eyes_open
3.401,3,baseline_eyes_open
3.501,4,baseline_eyes_open
3.601,6,baseline_eyes_open
3.701,1,baseline_eyes_open
3.801,4,baseline_eyes_open
3.901,4,baseline_eyes_open
4.001,5,baseline_eyes_open
4.101,3,baseline_eyes_open
4.201,5,baseline_eyes_open
4.301,2,baseline_eyes_open
4.401,7,baseline_eyes_open
4.502,3,baseline_eyes_open
4.602,6,baseline_eyes_open
4.702,3,baseline_eyes_open
4.802,7,baseline_eyes_open
4.902,5,baseline_eyes_open
5.002,6,baseline_eyes_open
5.102,5,baseline_eyes_open
5.202,5,baseline_eyes_open
5.302,5,baseline_eyes_open
5.402,5,baseline_eyes_open
5.502,4,baseline_eyes_open
5.602,3,baseline_eyes_open
5.702,7,baseline_eyes_open
5.802,6,baseline_eyes_open
5.902,2,baseline_eyes_open
6.002,8,baseline_eyes_open
6.102,7,baseline_eyes_open
6.202,5,baseline_eyes_open
6.302,5,baseline_eyes_open
6.402,6,baseline_eyes_open
6.502,5,baseline_eyes_open
6.602,6,baseline_eyes_open
6.702,6,baseline_eyes_open
6.802,7,baseline_eyes_open
6.902,4,baseline_eyes_open
7.002,1,baseline_eyes_open
7.102,5,baseline_eyes_open
7.202,3,baseline_eyes_open
7.302,2,baseline_eyes_open
7.402,4,baseline_eyes_open
7.503,4,baseline_eyes_open
7.603,3,baseline_eyes_open
7.703,3,baseline_eyes_open
7.803,3,baseline_eyes_open
7.903,4,baseline_eyes_open
8.003,7,baseline_eyes_open
8.103,4,baseline_eyes_open
8.203,4,baseline_eyes_open
8.303,3,baseline_eyes_open
8.403,4,baseline_eyes_open
8.503,4,baseline_eyes_open
8.603,6,baseline_eyes_open
8.703,0,baseline_eyes_open
8.803,1,baseline_eyes_open
8.903,5,baseline_eyes_open
9.003,3,baseline_eyes_open
9.103,4,baseline_eyes_open
9.203,8,baseline_eyes_open
9.303,4,baseline_eyes_open
9.403,8,baseline_eyes_open
9.503,3,baseline_eyes_open
9.603,4,baseline_eyes_open
9.703,3,baseline_eyes_open
9.803,7,baseline_eyes_open
9.903,2,baseline_eyes_open
10.003,63,baseline_eyes_open
10.103,2,baseline_eyes_open
10.203,9,baseline_eyes_open
10.303,5,baseline_eyes_open
10.403,4,baseline_eyes_open
10.504,4,baseline_eyes_open
10.604,7,baseline_eyes_open
10.704,4,baseline_eyes_open
10.804,3,baseline_eyes_open
10.904,6,baseline_eyes_open
11.004,5,baseline_eyes_open
11.104,2,baseline_eyes_open
11.204,3,baseline_eyes_open
11.304,9,baseline_eyes_open
11.404,2,baseline_eyes_open
11.504,5,baseline_eyes_open
11.604,3,baseline_eyes_open
11.704,3,baseline_eyes_open
11.804,5,baseline_eyes_open
11.904,6,baseline_eyes_open
12.004,8,baseline_eyes_open
12.104,3,baseline_eyes_open
12.204,4,baseline_eyes_open
12.304,3,baseline_eyes_open
12.404,3,baseline_eyes_open
12.504,3,baseline_eyes_open
12.604,2,baseline_eyes_open
12.704,1,baseline_eyes_open
12.804,1,baseline_eyes_open
12.904,5,baseline_eyes_open
13.004,3,baseline_eyes_open
13.104,3,baseline_eyes_open
13.204,2,baseline_eyes_open
13.304,3,baseline_eyes_open
13.404,3,baseline_eyes_open
13.505,5,baseline_eyes_open
13.605,2,baseline_eyes_open
13.705,4,baseline_eyes_open
13.805,7,baseline_eyes_open
13.905,0,baseline_eyes_open
14.005,4,baseline_eyes_open
14.105,5,baseline_eyes_open
14.205,4,baseline_eyes_open
14.305,3,baseline_eyes_open
14.405,3,baseline_eyes_open
14.505,5,baseline_eyes_open
14.605,1,baseline_eyes_open
14.705,5,baseline_eyes_open
14.805,3,baseline_eyes_open
14.905,4,baseline_eyes_open
15.005,3,baseline_eyes_open
15.105,1,baseline_eyes_open
15.205,12,baseline_eyes_open
15.305,4,baseline_eyes_open
15.405,4,baseline_eyes_open
15.505,2,baseline_eyes_open
15.605,4,baseline_eyes_open
15.705,5,baseline_eyes_open
15.805,2,baseline_eyes_open
15.905,5,baseline_eyes_open
16.005,4,baseline_eyes_open
16.105,7,baseline_eyes_open
16.205,0,baseline_eyes_open
16.305,3,baseline_eyes_open
16.405,3,baseline_eyes_open
16.506,6,baseline_eyes_open
16.606,7,baseline_eyes_open
16.706,6,baseline_eyes_open
16.806,1,baseline_eyes_open
16.906,6,baseline_eyes_open
17.006,7,baseline_eyes_open
17.106,7,baseline_eyes_open
17.206,4,baseline_eyes_open
17.306,3,baseline_eyes_open
17.406,4,baseline_eyes_open
17.506,3,baseline_eyes_open
17.606,8,baseline_eyes_open
17.706,5,baseline_eyes_open
17.806,9,baseline_eyes_open
17.906,3,baseline_eyes_open
18.006,3,baseline_eyes_open
18.106,7,baseline_eyes_open
18.206,8,baseline_eyes_open
18.306,4,baseline_eyes_open
18.406,5,baseline_eyes_open
18.506,4,baseline_eyes_open
18.606,7,baseline_eyes_open
18.706,3,baseline_eyes_open
18.806,3,baseline_eyes_open
18.906,4,baseline_eyes_open
19.006,2,baseline_eyes_open
19.106,6,baseline_eyes_open
19.206,6,baseline_eyes_open
19.306,6,baseline_eyes_open
19.406,8,baseline_eyes_open
19.507,4,baseline_eyes_open
19.607,0,baseline_eyes_open
19.707,8,baseline_eyes_open
19.807,1,baseline_eyes_open
19.907,5,baseline_eyes_open
20.007,2,baseline_eyes_open
20.107,3,baseline_eyes_open
20.207,6,baseline_eyes_open
20.307,1,baseline_eyes_open
20.407,2,baseline_eyes_open
20.507,5,baseline_eyes_open
20.607,3,baseline_eyes_open
20.707,4,baseline_eyes_open
20.807,4,baseline_eyes_open
20.907,3,baseline_eyes_open
21.007,4,baseline_eyes_open
21.107,5,baseline_eyes_open
21.207,8,baseline_eyes_open
21.307,7,baseline_eyes_open
21.407,4,baseline_eyes_open
21.507,5,baseline_eyes_open
21.607,1,baseline_eyes_open
21.707,1,baseline_eyes_open
21.807,5,baseline_eyes_open
21.907,5,baseline_eyes_open
22.007,2,baseline_eyes_open
22.107,4,baseline_eyes_open
22.207,2,baseline_eyes_open
22.307,8,baseline_eyes_open
22.407,2,baseline_eyes_open
22.508,5,baseline_eyes_open
22.608,5,baseline_eyes_open
22.708,4,baseline_eyes_open
22.808,5,baseline_eyes_open
22.908,3,baseline_eyes_open
23.008,4,baseline_eyes_open
23.108,2,baseline_eyes_open
23.208,5,baseline_eyes_open
23.308,1,baseline_eyes_open
23.408,5,baseline_eyes_open
23.508,6,baseline_eyes_open
23.608,5,baseline_eyes_open
23.708,6,baseline_eyes_open
23.808,3,baseline_eyes_open
23.908,5,baseline_eyes_open
24.008,6,baseline_eyes_open
24.108,2,baseline_eyes_open
24.208,3,baseline_eyes_open
24.308,4,baseline_eyes_open
24.408,3,baseline_eyes_open
24.508,4,baseline_eyes_open
24.608,5,baseline_eyes_open
24.708,2,baseline_eyes_open
24.808,3,baseline_eyes_open
24.908,1,baseline_eyes_open
25.008,3,baseline_eyes_open
25.108,4,baseline_eyes_open
25.208,3,baseline_eyes_open
25.308,4,baseline_eyes_open
25.408,6,baseline_eyes_open
25.509,7,baseline_eyes_open
25.609,6,baseline_eyes_open
25.709,5,baseline_eyes_open
25.809,5,baseline_eyes_open
25.909,9,baseline_eyes_open
26.009,2,baseline_eyes_open
26.109,4,baseline_eyes_open
26.209,5,baseline_eyes_open
26.309,3,baseline_eyes_open
26.409,5,baseline_eyes_open
26.509,2,baseline_eyes_open
26.609,2,baseline_eyes_open
26.709,3,baseline_eyes_open
26.809,2,baseline_eyes_open
26.909,2,baseline_eyes_open
27.009,2,baseline_eyes_open
27.109,7,baseline_eyes_open
27.209,4,baseline_eyes_open
27.309,2,baseline_eyes_open
27.409,10,baseline_eyes_open
27.509,7,baseline_eyes_open
27.609,6,baseline_eyes_open
27.709,2,baseline_eyes_open
27.809,3,baseline_eyes_open
27.909,3,baseline_eyes_open
28.009,4,baseline_eyes_open
28.109,3,baseline_eyes_open
28.209,3,baseline_eyes_open
28.309,4,baseline_eyes_open
28.409,1,baseline_eyes_open
28.510,4,baseline_eyes_open
28.610,7,baseline_eyes_open
