timestamp,ppg_red,ppg_infrared,ppg_ambient
0.000000,903.35,850.64,16.63
0.015627,908.77,867.73,16.28
0.031254,915.16,878.22,12.09
0.046881,933.65,888.27,14.05
0.062508,936.19,898.91,12.24
0.078135,943.50,898.28,13.91
0.093762,948.95,913.55,13.45
0.109389,953.90,916.91,15.33
0.125016,957.14,923.33,14.89
0.140643,961.57,925.90,14.72
0.156270,960.28,923.06,18.66
0.171897,959.89,925.07,14.43
0.187524,952.96,922.55,16.53
0.203151,956.26,914.23,15.41
0.218778,948.27,919.28,15.87
0.234406,944.04,904.64,16.11
0.250033,940.28,902.38,12.69
0.265660,934.29,893.13,14.36
0.281287,925.41,889.03,14.93
0.296914,924.57,877.72,13.83
0.312541,917.19,869.51,15.38
0.328168,912.55,866.66,12.84
0.343795,908.16,863.38,16.97
0.359422,897.69,853.44,16.16
0.375049,896.79,853.38,11.28
0.390676,894.47,848.04,17.38
0.406303,892.17,844.85,16.37
0.421930,893.22,839.32,13.28
0.437557,892.09,839.00,15.63
0.453184,885.69,836.05,17.35
0.468811,881.05,828.61,17.15
0.484438,883.66,833.06,17.63
0.500065,880.50,825.25,16.83
0.515692,884.82,825.59,14.52
0.531319,872.03,814.83,15.07
0.546946,876.74,813.77,14.57
0.562573,876.39,810.22,18.51
0.578200,865.49,810.58,16.71
0.593827,862.15,803.02,13.60
0.609454,861.65,800.81,15.27
0.625081,859.03,797.11,15.98
0.640708,857.69,801.49,14.55
0.656335,854.77,790.78,15.35
0.671962,852.21,788.31,16.09
0.687590,852.36,794.20,14.53
0.703217,856.64,799.38,17.49
0.718844,853.61,795.31,16.39
0.734471,858.42,799.79,13.92
0.750098,865.80,804.40,13.03
0.765725,863.58,814.34,14.83
0.781352,873.95,820.47,14.93
0.796979,882.96,828.80,15.10
0.812606,887.08,844.76,15.03
0.828233,898.72,849.58,17.38
0.843860,908.32,861.25,14.14
0.859487,918.43,873.73,15.84
0.875114,929.89,883.50,12.94
0.890741,937.26,893.24,15.47
0.906368,939.57,900.10,17.77
0.921995,949.55,911.19,17.92
0.937622,948.22,922.79,17.49
0.953249,959.73,930.99,14.23
0.968876,961.27,925.43,16.20
0.984503,959.02,928.18,13.98
1.000130,962.41,924.33,16.96
1.015757,961.72,933.57,14.75
1.031384,957.53,920.69,13.87
1.047011,952.87,919.37,14.76
1.062638,949.95,908.81,15.96
1.078265,942.72,904.59,15.71
1.093892,941.65,903.17,12.10
1.109519,929.23,892.72,11.73
1.125147,926.47,884.03,15.21
1.140774,916.72,881.08,15.34
1.156401,915.26,867.29,15.42
1.172028,913.50,867.99,11.77
1.187655,907.99,857.28,16.98
1.203282,898.00,855.53,15.73
1.218909,902.52,848.64,16.67
1.234536,897.33,850.00,16.14
1.250163,894.92,843.95,15.97
1.265790,889.99,841.50,14.69
1.281417,893.53,834.54,13.44
1.297044,884.99,838.89,13.69
1.312671,887.16,837.18,14.82
1.328298,889.08,828.95,17.62
1.343925,882.13,827.13,15.12
1.359552,878.97,825.53,16.69
1.375179,877.39,824.99,9.88
1.390806,873.32,815.23,11.74
1.406433,875.15,814.91,18.36
1.422060,866.08,811.57,16.59
1.437687,863.23,806.04,12.85
1.453314,864.09,798.67,13.78
1.468941,858.58,796.12,14.91
1.484568,859.41,789.17,12.65
1.500195,855.67,794.47,13.76
1.515822,852.53,794.88,15.81
1.531449,848.46,797.59,16.85
1.547076,851.69,794.55,16.51
1.562703,863.43,801.95,17.09
1.578331,866.41,805.25,13.14
1.593958,869.12,809.19,14.08
1.609585,870.13,818.53,13.25
1.625212,883.43,826.43,17.30
1.640839,883.88,837.31,15.26
1.656466,897.52,853.69,14.76
1.672093,905.97,861.66,14.49
1.687720,913.94,869.65,14.47
1.703347,925.66,881.86,14.70
1.718974,928.37,888.38,13.55
1.734601,940.94,893.79,13.32
1.750228,944.78,912.00,14.93
1.765855,953.65,917.29,14.46
1.781482,956.63,924.43,13.25
1.797109,962.23,922.96,17.57
1.812736,961.14,929.07,12.25
1.828363,958.49,929.41,16.05
1.843990,962.84,922.80,14.27
1.859617,957.58,922.52,17.98
1.875244,953.18,918.13,11.91
1.890871,948.87,913.90,15.72
1.906498,948.99,908.02,15.70
1.922125,942.57,901.28,14.80
1.937752,936.91,895.15,18.14
1.953379,934.83,882.52,14.07
1.969006,926.80,882.46,16.55
1.984633,921.43,869.58,10.21
2.000260,915.22,868.10,12.78
2.015887,910.53,862.25,15.52
2.031515,901.10,857.52,13.36
2.047142,900.94,856.12,15.31
2.062769,902.42,847.39,11.65
2.078396,898.99,844.14,15.62
2.094023,894.63,843.49,14.10
2.109650,891.74,835.83,11.09
2.125277,891.48,839.38,14.94
2.140904,883.79,832.34,16.65
2.156531,889.06,829.95,19.52
2.172158,880.31,829.15,15.85
2.187785,877.65,822.82,15.64
2.203412,875.27,825.37,13.22
2.219039,877.64,820.87,11.73
2.234666,871.36,812.85,16.22
2.250293,867.58,812.94,12.99
2.265920,867.32,803.19,16.16
2.281547,863.55,807.94,15.07
2.297174,859.65,802.26,16.94
2.312801,865.01,802.22,17.87
2.328428,854.96,794.30,15.39
2.344055,854.99,796.38,14.73
2.359682,856.39,794.33,14.73
2.375309,858.40,795.89,12.79
2.390936,857.41,800.08,9.62
2.406563,859.01,806.41,14.92
2.422190,865.52,810.37,18.02
2.437817,872.37,814.36,18.04
2.453444,884.32,820.93,11.63
2.469071,890.13,832.96,15.43
2.484699,899.07,847.08,13.64
2.500326,899.18,855.56,14.35
2.515953,914.04,868.74,12.55
2.531580,922.60,879.24,12.57
2.547207,931.83,887.08,18.76
2.562834,942.78,897.85,17.06
2.578461,949.61,899.43,16.30
2.594088,948.49,915.21,16.23
2.609715,957.79,924.11,15.77
2.625342,960.67,920.61,14.21
